,title,mean rating,number of ratings
4180,"Visit, The (2015)",3.5,1
4181,Secret in Their Eyes (2015),1.5,1
4182,Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015),4.0,1
4183,Battle For Sevastopol (2015),5.0,1
4184,American Ultra (2015),2.67,6
4185,Straight Outta Compton (2015),4.21,7
4186,Cop Car (2015),3.5,2
4187,The Lost Room (2006),3.5,1
4188,Tangerine (2015),4.5,1
4189,Every Secret Thing (2014),2.0,1
4190,Joy (2015),3.2,5
4191,Victor Frankenstein (2015),3.25,2
4192,Guardians (2016),2.5,1
4193,Scouts Guide to the Zombie Apocalypse (2015),3.75,2
4194,Suffragette (2015),2.5,1
4195,Fort Tilden (2014),4.0,1
4196,Turbo Kid (2015),3.5,3
4197,The Unauthorized Saved by the Bell Story (2014),3.5,1
4198,War Room (2015),0.5,1
4199,Legend (2015),3.5,2
4200,Deathgasm (2015),5.0,1
4201,The Danish Girl (2015),3.75,2
4202,Cooties (2015),3.5,1
4203,Steve Jobs: The Man in the Machine (2015),4.0,1
4204,Green Room (2015),3.33,3
4205,Beasts of No Nation (2015),3.0,2
4206,Bloodsucking Bastards (2015),5.0,1
4207,Saving Christmas (2014),0.5,1
4208,Iron Man & Hulk: Heroes United (2013),3.0,1
4209,Knock Knock (2015),1.5,1
4210,The Blue Planet (2001),4.75,2
4211,Cornered! (2009),4.5,1
4212,Demolition (2016),3.12,4
4213,Cigarette Burns (2005),3.0,1
4214,Our Brand Is Crisis (2015),2.75,2
4215,High Rise (2015),3.0,2
4216,The Night Before (2015),4.25,4
4217,Into the Forest (2015),2.0,1
4218,The Editor (2015),5.0,1
4219,Everest (2015),3.08,6
4220,The Brand New Testament (2015),4.0,2
4221,Spotlight (2015),4.16,19
4222,Pawn Sacrifice (2015),2.5,1
4223,Hardcore Henry (2015),3.75,2
4224,Burnt (2015),2.0,3
4225,Ryuzo and the Seven Henchmen (2015),4.5,1
4226,If I Were a Rich Man (2002),3.0,1
4227,Last Shift (2014),4.0,1
4228,"F*ck You, Goethe 2 (2015)",1.0,1
4229,Garam Masala (2005),4.5,1
4230,Life Eternal (2015),2.5,1
4231,Hotel Transylvania 2 (2015),2.88,4
4232,Anti-Social (2015),1.5,1
4233,Jump In! (2007),5.0,1
4234,The Little Prince (2015),2.25,2
4235,Narcopolis (2014),1.5,1
4236,Ashby (2015),3.0,2
4237,Wonder Woman (2017),3.31,13
4238,The Circle (2016),2.5,1
4239,Silence (2016),3.75,2
4240,Bridge of Spies (2015),3.44,8
4241,The Great Hypnotist (2014),4.0,1
4242,Into the Grizzly Maze (2015),1.5,1
4243,Human (2015),5.0,1
4244,Chasuke's Journey (2015),4.0,1
4245,L.A. Slasher (2015),5.0,1
4246,"Hail, Caesar! (2016)",2.81,8
4247,How To Change The World (2015),4.5,1
4248,Er ist wieder da (2015),2.83,3
4249,Just Eat It: A Food Waste Story (2014),4.0,1
4250,Bros Before Hos (2013),3.0,1
4251,Slow Learners (2015),2.0,1
4252,Unforgiven (2013),0.5,1
4253,"Sex, Drugs & Taxation (2013)",4.5,1
4254,Sky High (2003),2.0,1
4255,Confessions of a Dangerous Mind (2002),4.0,1
4256,Goosebumps (2015),2.0,2
4257,The Perfect Guy (2015),1.5,1
4258,Rock the Kasbah (2015),2.0,1
4259,Freaks of Nature (2015),4.5,1
4260,Bone Tomahawk (2015),4.5,2
4261,Extraordinary Tales (2015),2.5,1
4262,The Dressmaker (2015),3.0,1
4263,Nowitzki: The Perfect Shot (2014),3.5,1
4264,Trumbo (2015),4.0,1
4265,Our Lips Are Sealed (2000),3.5,1
4266,Concussion (2015),2.5,3
4267,"Peanuts Movie, The (2015)",1.5,1
4268,Blue Mountain State: The Rise of Thadland (2015),3.0,1
4269,The Boy and the Beast (2015),4.0,1
4270,Creed (2015),3.75,8
4271,Dragons: Gift of the Night Fury (2011),5.0,1
4272,Twinsters (2015),4.0,1
4273,Cosmic Scrat-tastrophe (2015),5.0,1
4274,Solace (2015),2.0,1
4275,Lost in the Sun (2015),2.0,1
4276,Eros (2004),4.0,1
4277,Those Happy Days (2006),3.0,1
4278,What Men Still Talk About (2011),4.0,1
4279,Doctor Who: Last Christmas (2014),3.75,2
4280,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",4.17,3
4281,Doctor Who: A Christmas Carol (2010),4.75,2
4282,Doctor Who: Planet of the Dead (2009),3.0,4
4283,Doctor Who: The Next Doctor (2008),2.88,4
4284,Doctor Who: Voyage Of The Damned (2007),4.5,3
4285,Doctor Who: The Runaway Bride (2007),4.0,4
4286,A Perfect Day (2015),5.0,1
4287,Hitchcock/Truffaut (2015),3.5,1
4288,The 5th Wave (2016),2.5,2
4289,A Very Murray Christmas (2015),2.5,1
4290,Chi-Raq (2015),3.75,2
4291,Truth (2015),3.0,1
4292,Just Jim (2015),3.0,1
4293,"Big Short, The (2015)",3.96,26
4294,Applesauce (2015),4.5,1
4295,The Ridiculous 6 (2015),3.25,2
4296,John Mulaney: The Comeback Kid (2015),3.5,1
4297,Saw (2003),4.5,2
4298,North Pole: Open For Christmas (2015),2.0,1
4299,Mojave (2015),2.0,1
4300,Wizards of Waverly Place: The Movie (2009),4.0,1
4301,World of Tomorrow (2015),4.5,2
4302,Zoolander 2 (2016),2.5,3
4303,How to Be Single (2016),3.12,4
4304,Blue Exorcist: The Movie (2012),4.0,1
4305,He Never Died (2015),3.5,1
4306,Parasyte: Part 1 (2014),4.0,1
4307,Parasyte: Part 2 (2015),4.0,1
4308,Lumberjack Man (2015),5.0,1
4309,Daddy's Home (2015),2.67,6
4310,Sisters (2015),2.5,7
4311,'Tis the Season for Love (2015),1.5,1
4312,Kung Fu Panda 3 (2016),3.38,8
4313,Spellbound (2011),5.0,1
4314,Unicorn City (2012),5.0,1
4315,Standoff (2016),2.5,1
4316,Swelter (2014),2.0,1
4317,Pride and Prejudice and Zombies (2016),4.5,1
4318,Garm Wars: The Last Druid (2014),2.0,1
4319,The Devil's Candy (2015),2.0,1
4320,Close Range (2015),3.0,2
4321,Sherlock: The Abominable Bride (2016),3.85,10
4322,Doctor Who: The Husbands of River Song (2015),4.25,2
4323,Moonwalkers (2015),2.5,1
4324,Tomorrow (2015),4.5,1
4325,Anacleto: Agente secreto (2015),4.0,1
4326,Wiener-Dog (2016),3.0,1
4327,Ride Along 2 (2016),2.0,3
4328,Maggie's Plan (2015),2.0,1
4329,Eddie the Eagle (2016),2.83,3
4330,Exposed (2016),1.5,1
4331,Stonewall (2015),2.5,1
4332,Frankenstein (2015),2.0,1
4333,Welcome to Happiness (2015),1.5,1
4334,Risen (2016),0.5,1
4335,The Survivalist (2015),4.0,1
4336,Dirty Grandpa (2016),2.88,4
4337,Requiem for the American Dream (2015),2.5,1
4338,Death Note Rewrite: Genshisuru Kami (2007),4.0,2
4339,The Finest Hours (2016),3.0,1
4340,Ghost in the Shell: Solid State Society (2006),3.5,1
4341,Grease Live (2016),2.0,2
4342,Gods of Egypt (2016),0.5,1
4343,Embrace of the Serpent (2016),3.5,1
4344,Race (2016),1.5,1
4345,10 Cloverfield Lane (2016),3.68,14
4346,London Has Fallen (2016),2.0,2
4347,Zootopia (2016),3.89,32
4348,Whiskey Tango Foxtrot (2016),3.33,3
4349,Desierto (2016),2.5,1
4350,The Brothers Grimsby (2016),3.12,4
4351,The Wait (2015),3.5,1
4352,War and Peace (2016),3.5,1
4353,Southbound (2016),3.5,1
4354,Ip Man 3 (2015),4.0,1
4355,Santa's Little Helper (2015),1.5,1
4356,Who Killed Chea Vichea? (2010),5.0,1
4357,Hunt for the Wilderpeople (2016),4.38,4
4358,Rabbits (2002),3.5,1
4359,Genius Party (2007),3.0,1
4360,Tears for Sale (2008),4.0,1
4361,Dad's Army (2016),2.0,1
4362,The Barkley Marathons: The Race That Eats Its Young (2015),4.0,1
4363,Merci Patron ! (2016),4.0,1
4364,The Neon Demon (2016),3.0,2
4365,Fraktus (2012),4.0,1
4366,Eye in the Sky (2016),2.83,3
4367,Camino (2016),2.0,1
4368,Mr. Right (2016),3.5,3
4369,Florence Foster Jenkins (2016),4.0,1
4370,My Big Fat Greek Wedding 2 (2016),2.0,1
4371,Neon Bull (2015),3.5,1
4372,Get a Job (2016),3.25,2
4373,Keanu (2016),2.5,2
4374,Me Him Her (2015),2.0,1
4375,Ice Age: The Great Egg-Scapade (2016),5.0,1
4376,Everybody Wants Some (2016),4.17,3
4377,Sing Street (2016),3.83,3
4378,Zoom (2015),2.5,1
4379,The Huntsman Winter's War (2016),1.0,3
4380,Neighbors 2: Sorority Rising (2016),2.6,5
4381,The Trust (2016),2.5,1
4382,Hush (2016),2.67,3
4383,Jimmy Carr: Telling Jokes (2009),4.0,1
4384,Jimmy Carr: Making People Laugh (2010),2.5,1
4385,The Man Who Knew Infinity (2016),3.0,1
4386,Despite the Falling Snow (2016),2.0,1
4387,Money Monster (2016),2.25,2
4388,Barbershop: The Next Cut (2016),2.5,1
4389,Finding Dory (2016),3.58,13
4390,The Boss (2016),2.67,3
4391,The Angry Birds Movie (2016),2.5,1
4392,Bakuman (2015),4.0,1
4393,I Am Wrath (2016),1.5,1
4394,Precious Cargo (2016),1.0,1
4395,Snowden (2016),3.83,6
4396,Ratchet & Clank (2016),1.5,1
4397,Kicking Off (2016),1.5,1
4398,SORI: Voice from the Heart (2016),5.0,1
4399,Gintama: The Final Chapter - Be Forever Yorozuya (2013),3.5,1
4400,The Nice Guys (2016),3.83,15
4401,Kindergarten Cop 2 (2016),1.5,1
4402,The Crew (2016),2.5,1
4403,The Shallows (2016),2.5,1
4404,The Handmaiden (2016),2.67,3
4405,Alice Through the Looking Glass (2016),2.0,4
4406,The BFG (2016),2.5,1
4407,My Scientology Movie (2016),3.5,1
4408,Sausage Party (2016),3.64,7
4409,All Yours (2016),5.0,1
4410,Kill Command (2016),2.5,2
4411,Captain Fantastic (2016),4.5,5
4412,Toni Erdmann (2016),3.67,3
4413,The Wailing (2016),3.0,1
4414,The Meddler (2016),2.5,1
4415,Now You See Me 2 (2016),3.64,11
4416,Ali Wong: Baby Cobra (2016),4.5,1
4417,Café Society (2016),3.0,1
4418,Swiss Army Man (2016),3.25,2
4419,The Do-Over (2016),3.5,2
4420,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),2.0,1
4421,The Fundamentals of Caring (2016),3.75,2
4422,Popstar: Never Stop Never Stopping (2016),2.75,2
4423,A Midsummer Night's Dream (2016),4.0,1
4424,Planet Earth (2006),4.21,7
4425,Bo Burnham: Make Happy (2016),2.5,1
4426,The Conjuring 2 (2016),2.25,2
4427,Pelé: Birth of a Legend (2016),4.5,1
4428,Ghostbusters (2016),3.12,8
4429,Central Intelligence (2016),3.62,4
4430,O.J.: Made in America (2016),4.5,1
4431,Genius (2016),3.0,1
4432,Jason Bourne (2016),2.72,9
4433,The Maid's Room (2014),1.5,1
4434,The Legend of Tarzan (2016),3.08,6
4435,The Purge: Election Year (2016),2.75,2
4436,Mike & Dave Need Wedding Dates (2016),3.33,3
4437,Ice Age: Collision Course (2016),1.0,1
4438,Lights Out (2016),3.0,2
4439,Pete's Dragon (2016),3.0,1
4440,Indignation (2016),5.0,1
4441,Goat (2016),2.5,1
4442,Marauders (2016),3.5,1
4443,Piper (2016),4.5,2
4444,The Adderall Diaries (2015),2.0,1
4445,Hazard (2005),3.0,1
4446,The Red Turtle (2016),4.5,1
4447,Satanic (2016),0.5,1
4448,Nerve (2016),2.62,4
4449,Hellevator (2004),1.0,1
4450,Sully (2016),3.17,6
4451,Jim Jefferies: Freedumb (2016),4.5,1
4452,The Infiltrator (2016),3.75,2
4453,War Dogs (2016),3.62,8
4454,Vigilante Diaries (2016),1.0,1
4455,Batman: The Killing Joke (2016),3.0,1
4456,Bad Moms (2016),3.83,3
4457,Hell or High Water (2016),3.56,8
4458,Kingsglaive: Final Fantasy XV (2016),3.5,1
4459,Don't Breathe (2016),3.3,5
4460,Body (2015),1.0,1
4461,Sharknado 4: The 4th Awakens (2016),1.5,1
4462,The Edge of Seventeen (2016),3.25,2
4463,Elle (2016),4.0,1
4464,Train to Busan (2016),3.5,1
4465,Tom Segura: Mostly Stories (2016),5.0,1
4466,The Magnificent Seven (2016),3.58,6
4467,Masterminds (2016),4.0,3
4468,Kubo and the Two Strings (2016),4.0,6
4469,Bridget Jones's Baby (2016),1.0,1
4470,Deepwater Horizon (2016),3.5,1
4471,Miss Peregrine's Home for Peculiar Children (2016),3.0,3
4472,The Girl on the Train (2016),4.5,1
4473,The Accountant (2016),3.0,6
4474,Imperium (2016),2.5,1
4475,Kizumonogatari Part 1: Tekketsu (2016),4.0,1
4476,Steins;Gate the Movie: The Burden of Déjà vu (2013),3.0,1
4477,Shin Godzilla (2016),4.0,1
4478,Your Name. (2016),4.0,3
4479,Comedy Central Roast of David Hasselhoff (2010),4.0,1
4480,DC Super Hero Girls: Hero of the Year (2016),4.0,1
4481,Hacksaw Ridge (2016),3.94,8
4482,David Cross: Making America Great Again (2016),3.0,1
4483,Over the Garden Wall (2013),2.5,1
4484,Blair Witch (2016),3.5,1
4485,31 (2016),3.5,1
4486,ARQ (2016),4.5,1
4487,Arrival (2016),3.98,26
4488,Storks (2016),4.0,2
4489,Maximum Ride (2016),4.5,1
4490,Endless Poetry (2016),3.5,1
4491,The Girl with All the Gifts (2016),5.0,1
4492,All Roads Lead to Rome (2016),1.5,1
4493,Amanda Knox (2016),3.5,1
4494,Dirty 30 (2016),2.5,1
4495,Gimme Danger (2016),2.0,1
4496,Go Figure (2005),4.0,1
4497,Anything for Love (2016),2.0,1
4498,Night Guards (2016),1.5,1
4499,La La Land (2016),3.39,9
4500,13th (2016),4.5,2
4501,London Town (2016),2.5,1
4502,Inferno (2016),2.88,4
4503,Keeping Up with the Joneses (2016),3.75,2
4504,Wild Oats (2016),2.0,1
4505,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),1.5,1
4506,Jack Reacher: Never Go Back (2016),2.0,1
4507,Joe Rogan: Triggered (2016),4.0,1
4508,Ethel & Ernest (2016),2.5,1
4509,Flowers for Algernon (2000),2.0,1
4510,Manchester by the Sea (2016),2.9,5
4511,Lion (2016),4.5,1
4512,The Thinning (2016),1.0,1
4513,While You Were Fighting: A Thor Mockumentary (2016),3.83,3
4514,Bad Santa 2 (2016),0.5,1
4515,Ice Guardians (2016),4.5,1
4516,Risk (2016),4.0,1
4517,The True Memoirs of an International Assassin (2016),3.25,2
4518,Alesha Popovich and Tugarin the Dragon (2004),5.0,1
4519,HyperNormalisation (2016),4.0,2
4520,The African Doctor (2016),3.5,1
4521,Whiplash (2013),4.75,2
4522,Sapphire Blue (2014),4.0,1
4523,A Silent Voice (2016),4.0,2
4524,Moana (2016),3.45,10
4525,Office Christmas Party (2016),3.5,3
4526,The Space Between Us (2016),1.0,1
4527,Rogue One: A Star Wars Story (2016),3.93,27
4528,Split (2017),3.33,6
4529,Underworld: Blood Wars (2016),3.0,1
4530,Miss Sloane (2016),4.5,2
4531,Passengers (2016),3.67,6
4532,Hidden Figures (2016),3.8,10
4533,Fences (2016),3.0,1
4534,The Founder (2016),4.25,2
4535,Why Him? (2016),3.12,4
4536,Sing (2016),3.75,4
4537,I Am Not Your Negro (2017),5.0,1
4538,Assassin's Creed (2016),2.5,2
4539,A Dog's Purpose (2017),4.5,1
4540,Fist Fight (2017),4.5,1
4541,Shakespeare Behind Bars (2005),2.5,1
4542,A Street Cat Named Bob (2016),3.5,1
4543,The Lego Batman Movie (2017),3.71,7
4544,The Good Boy (2016),3.5,1
4545,"Dana Carvey: Straight White Male, 60 (2016)",4.5,1
4546,Marvel One-Shot: Agent Carter (2013),4.0,1
4547,Kizumonogatari II: Passionate Blood (2016),4.0,1
4548,Joe Rogan: Live (2006),4.0,1
4549,Jim Gaffigan: Cinco (2017),3.0,1
4550,Kizumonogatari III: Cold Blood (2017),4.5,1
4551,John Wick: Chapter Two (2017),4.14,7
4552,Get Out (2017),3.63,15
4553,Logan (2017),4.28,25
4554,Kong: Skull Island (2017),3.12,4
4555,T2: Trainspotting (2017),3.75,4
4556,The Big Sick (2017),4.0,4
4557,100 Streets (2016),2.5,1
4558,Beauty and the Beast (2017),3.5,2
4559,The Boss Baby (2017),3.8,5
4560,Mercury Plains (2016),2.0,1
4561,Call Me by Your Name (2017),3.75,4
4562,Mudbound (2017),3.0,1
4563,Ghost in the Shell (2017),3.75,2
4564,Bill Burr: Walk Your Way Out (2017),4.0,1
4565,Fifty Shades Darker (2017),1.0,1
4566,Neal Brennan: 3 Mics (2017),4.5,1
4567,Lemonade (2016),4.5,1
4568,American Fable (2017),2.5,1
4569,The Void (2016),1.5,1
4570,Buster's Mal Heart (2017),1.0,1
4571,Power Rangers (2017),3.0,1
4572,Alien: Covenant (2017),2.8,5
4573,Free Fire (2017),3.5,1
4574,Species III (2004),1.0,1
4575,Ultimate Avengers 2 (2006),2.0,1
4576,Dave Chappelle: The Age of Spin (2017),4.0,1
4577,CHiPS (2017),4.0,1
4578,Table 19 (2017),3.0,1
4579,Dave Chappelle: Deep in the Heart of Texas (2017),4.0,1
4580,Gifted (2017),4.12,4
4581,Band of Brothers (2001),4.29,7
4582,Baywatch (2017),3.0,3
4583,Snatched (2017),4.0,1
4584,The Mummy (2017),3.5,1
4585,Life-Size (2000),4.0,1
4586,The Fate of the Furious (2017),2.33,3
4587,Sandy Wexler (2017),2.0,1
4588,Betting on Zero (2016),4.0,1
4589,Win It All (2017),3.0,1
4590,Captain Underpants: The First Epic Movie (2017),3.5,1
4591,It Comes at Night (2017),3.5,1
4592,Cars 3 (2017),3.0,1
4593,Mini's First Time (2006),4.0,1
4594,Planet Earth II (2016),4.2,5
4595,The Hero (2017),4.0,1
4596,"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)",4.0,1
4597,Robin Williams: Live on Broadway (2002),3.0,1
4598,The Death of Louis XIV (2016),3.5,1
4599,Munna bhai M.B.B.S. (2003),2.5,1
4600,The Beguiled (2017),3.0,1
4601,Baby Driver (2017),4.33,9
4602,Okja (2017),3.75,2
4603,Embassy (2013),4.0,1
4604,Rough Night (2017),3.25,2
4605,Mystère à la Tour Eiffel (2015),4.5,1
4606,Stefan Zweig: Farewell to Europe (2016),3.0,1
4607,The Prime Gig (2000),2.5,1
4608,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),2.0,1
4609,Get Me Roger Stone (2017),3.0,1
4610,Despicable Me 3 (2017),2.25,2
4611,Tickling Giants (2017),5.0,1
4612,A Detective Story (2003),5.0,1
4613,Final Flight of the Osiris (2003),3.5,1
4614,Kid's Story (2003),3.0,1
4615,War for the Planet of the Apes (2017),2.88,4
4616,The Square (2017),4.25,2
4617,The Meyerowitz Stories (2017),4.0,1
4618,War Machine (2017),4.0,1
4619,Tokyo Idols (2017),4.5,1
4620,Vir Das: Abroad Understanding (2017),3.5,1
4621,"Norm Macdonald: Hitler's Dog, Gossip & Trickery (2017)",2.5,1
4622,Valerian and the City of a Thousand Planets (2017),2.88,4
4623,The Gracefield Incident (2015),0.5,1
4624,Shadow World (2016),4.5,1
4625,Tiger Raid (2016),2.0,1
4626,Seven Sisters (2017),4.25,2
4627,Atomic Blonde (2017),3.0,1
4628,Empties (2007),5.0,1
4629,Goon: Last of the Enforcers (2017),4.0,1
4630,Black Mirror: White Christmas (2014),4.75,4
4631,Dunkirk (2017),3.42,13
4632,The Putin Interviews (2017),2.5,1
4633,Unedited Footage of a Bear (2014),4.0,1
4634,"Oh, Hello: On Broadway (2017)",3.5,1
4635,Good Time (2017),3.0,1
4636,The House (2017),3.5,1
4637,Logan Lucky (2017),4.5,1
4638,The Dark Tower (2017),3.5,1
4639,Annabelle: Creation (2017),4.0,1
4640,It (2017),3.33,9
4641,The Emoji Movie (2017),0.5,1
4642,Death Note (2017),1.67,3
4643,Wind River (2017),3.4,5
4644,Rory Scovel Tries Stand-Up for the First Time (2017),1.5,1
4645,Shot Caller (2017),3.5,1
4646,The Hitman's Bodyguard (2017),2.67,3
4647,Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016),2.5,1
4648,A German Life (2016),3.0,1
4649,Self-criticism of a Bourgeois Dog (2017),3.0,1
4650,LEGO DC Super Hero Girls: Brain Drain (2017),3.5,1
4651,Kingsman: The Golden Circle (2017),3.06,8
4652,Ari Shaffir: Double Negative (2017),4.0,1
4653,Blade Runner 2049 (2017),3.81,18
4654,The Nut Job 2: Nutty by Nature (2017),2.0,1
4655,Bliss (2012),4.5,1
4656,Alles Inklusive (2014),3.5,1
4657,Mother! (2017),3.25,2
4658,Icarus (2017),4.0,1
4659,Cage Dive (2017),1.0,1
4660,American Made (2017),4.5,2
4661,Little Boxes (2017),4.0,1
4662,Geostorm (2017),2.0,1
4663,Maz Jobrani: Immigrant (2017),4.5,1
4664,Sword Art Online The Movie: Ordinal Scale (2017),3.0,1
4665,"Three Billboards Outside Ebbing, Missouri (2017)",4.75,8
4666,Lady Bird (2017),3.33,3
4667,Murder on the Orient Express (2017),2.83,3
4668,Coco (2017),3.54,13
4669,"The Night Is Short, Walk on Girl (2017)",4.5,1
4670,"I, Tonya (2017)",3.33,3
4671,"Fireworks, Should We See It from the Side or the Bottom? (2017)",2.0,1
4672,Adventures in Plymptoons! (2011),3.5,1
4673,Gaga: Five Foot Two (2017),3.5,1
4674,Dave Chappelle: Killin' Them Softly (2000),4.0,1
4675,Front Cover (2016),3.5,1
4676,Paddington 2 (2017),4.25,2
4677,2048: Nowhere to Run (2017),3.5,1
4678,The Death of Stalin (2017),4.0,1
4679,Loving Vincent (2017),5.0,1
4680,Blue Planet II (2017),5.0,1
4681,Christina P: Mother Inferior (2017),3.0,2
4682,Jumanji: Welcome to the Jungle (2017),3.67,6
4683,Dane Cook: Troublemaker (2014),4.0,1
4684,Mayhem (2017),1.0,1
4685,Emerald Green (2016),4.0,1
4686,Wonder Wheel (2017),3.0,1
4687,Creep 2 (2017),1.5,1
4688,LBJ (2017),4.0,1
4689,"Roman J. Israel, Esq. (2017)",1.5,1
4690,Darkest Hour (2017),3.83,3
4691,Star Wars: The Last Jedi (2017),3.12,12
4692,A Bad Moms Christmas (2017),3.5,1
4693,The Shape of Water (2017),3.69,8
4694,Molly's Game (2017),4.0,1
4695,Wonder (2017),4.0,3
4696,Daddy's Home 2 (2017),4.0,1
4697,Jim & Andy: The Great Beyond (2017),4.5,1
4698,The Disaster Artist (2017),3.75,2
4699,The Post (2017),4.25,2
4700,Die Frauen von Ravensbrück (2005),4.5,1
4701,The Greatest Showman (2017),3.0,5
4702,Ferdinand (2017),1.5,1
4703,Jack Whitehall: At Large (2017),3.75,2
4704,Lynne Koplitz: Hormonal Beast (2017),1.5,1
4705,Phantom Thread (2017),3.5,1
4706,Too Funny to Fail: The Life and Death of The Dana Carvey Show (2017),4.5,1
4707,Craig Ferguson: Tickle Fight (2017),2.5,1
4708,The Second Renaissance Part II (2003),4.0,1
4709,Annihilation (2018),3.83,3
4710,A Christmas Story Live! (2017),2.0,1
4711,Pixel Perfect (2004),4.5,1
4712,Judd Apatow: The Return (2017),2.5,1
4713,The Purple Sea (2009),3.5,1
4714,Bright (2017),2.88,4
4715,The Commuter (2018),1.5,1
4716,Dave Chappelle: Equanimity (2017),3.5,1
4717,Quest (2017),4.0,1
4718,Dave Chappelle: The Bird Revelation (2017),3.5,1
4719,Insidious: The Last Key (2018),3.5,1
4720,Game Night (2018),4.0,1
4721,Maze Runner: The Death Cure (2018),3.5,1
4722,Isle of Dogs (2018),3.5,5
4723,The Clapper (2018),1.5,1
4724,Tom Segura: Disgraceful (2018),4.5,1
4725,When We First Met (2018),3.5,2
4726,Battle Planet (2008),2.0,1
4727,The Cloverfield Paradox (2018),2.25,2
4728,Making a Murderer (2015),4.0,1
4729,Elsa & Fred (2005),3.5,1
4730,Tomb Raider (2018),2.5,4
4731,Fullmetal Alchemist 2018 (2017),0.5,1
4732,First Reformed (2017),4.0,1
4733,Fred Armisen: Standup for Drummers (2018),3.25,2
4734,Death Wish (2018),4.0,1
4735,A Wrinkle in Time (2018),3.0,1
4736,"Love, Simon (2018)",4.0,1
4737,A Quiet Place (2018),2.75,4
4738,Alpha (2018),4.5,1
4739,I Kill Giants (2018),2.0,1
4740,Sherlock - A Study in Pink (2010),4.75,2
4741,"Game Over, Man! (2018)",3.0,1
4742,Blockers (2018),3.0,1
4743,Pacific Rim: Uprising (2018),2.75,2
4744,Rampage (2018),3.0,1
4745,Jurassic World: Fallen Kingdom (2018),3.25,2
4746,Incredibles 2 (2018),3.0,4
4747,Deadpool 2 (2018),3.88,12
4748,Solo: A Star Wars Story (2018),3.9,5
4749,Won't You Be My Neighbor? (2018),5.0,1
4750,Sorry to Bother You (2018),4.5,1
4751,Ant-Man and the Wasp (2018),3.67,3
4752,Dogman (2018),3.5,1
4753,Mamma Mia: Here We Go Again! (2018),4.5,1
4754,Tag (2018),4.0,1
4755,The Man Who Killed Don Quixote (2018),4.5,1
4756,Boundaries (2018),2.5,1
4757,Spiral (2018),3.0,1
4758,Mission: Impossible - Fallout (2018),3.75,2
4759,SuperFly (2018),2.5,1
4760,Iron Soldier (2010),1.0,1
4761,BlacKkKlansman (2018),2.5,1
4762,The Darkest Minds (2018),3.5,1
4763,Tilt (2011),1.5,1
4764,Jeff Ross Roasts the Border (2017),4.0,1
4765,John From (2015),1.0,1
4766,Liquid Truth (2017),1.5,1
4767,Hommage à Zgougou (et salut à Sabine Mamou) (2002),1.0,1
